,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
230,Bacillus~phage~phi105,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
231,Bacillus~phage~phi4B1,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
232,Bacillus~phage~phi4J1,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_128/VC_129),,,,,,,,,,
233,Bacillus~phage~phiAGATE,Caudovirales,Myoviridae,Agatevirus,,Overlap (VC_108/VC_109),,,,,,,,,,
234,Bacillus~phage~phiCM3,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_127/VC_128),,,,,,,,,,
235,Bacillus~phage~phiNIT1,Caudovirales,Myoviridae,Nit1virus,,Overlap (VC_108/VC_109),,,,,,,,,,
237,Bacillus~phage~vB_BceM_Bc431v3,Caudovirales,Myoviridae,Bc431virus,,Overlap (VC_108/VC_109),,,,,,,,,,
238,Bacillus~phage~vB_BhaS-171,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
239,Bacillus~phage~vB_BtS_BMBtp3,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_128/VC_129),,,,,,,,,,
244,Bacillus~virus~B103,Caudovirales,Podoviridae,Phi29virus,,Overlap (VC_50/VC_52),,,,,,,,,,
245,Bacillus~virus~BM15,Caudovirales,Myoviridae,Bc431virus,,Overlap (VC_108/VC_109),,,,,,,,,,
252,Bacillus~virus~GA1,Caudovirales,Podoviridae,Phi29virus,,Overlap (VC_50/VC_52),,,,,,,,,,
260,Bacillus~virus~phi29,Caudovirales,Podoviridae,Phi29virus,,Overlap (VC_50/VC_52),,,,,,,,,,
262,Bacteriophage~Lily,Caudovirales,Siphoviridae,Lilyvirus,,Outlier,,,,,,,,,,
265,Bdellovibrio~phage~phi1402,Caudovirales,Myoviridae,Unassigned,,Singleton,,,,,,,,,,
266,Bdellovibrio~phage~phi1422,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
268,Bordetella~virus~BPP1,Caudovirales,Podoviridae,Bpp1virus,,Outlier,,,,,,,,,,
271,Brevibacillus~phage~Jenst,Caudovirales,Siphoviridae,Jenstvirus,,Outlier,,,,,,,,,,
276,Brochothrix~phage~A9,Caudovirales,Herelleviridae,Unassigned,,Outlier,,,,,,,,,,
277,Brochothrix~phage~BL3,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
278,Brochothrix~phage~NF5,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_159/VC_180),,,,,,,,,,
282,Burkholderia~phage~AH2,Caudovirales,Siphoviridae,Ahduovirus,,Outlier,,,,,,,,,,
285,Burkholderia~phage~BcepGomr,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
286,Burkholderia~phage~BcepNazgul,Caudovirales,Myoviridae,Nazgulvirus,,Outlier,,,,,,,,,,
290,Burkholderia~phage~KS10,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
299,Burkholderia~virus~BcepC6B,Caudovirales,Podoviridae,Bpp1virus,,Outlier,,,,,,,,,,
300,Burkholderia~virus~BcepF1,Caudovirales,Myoviridae,Pbunavirus,,Outlier,,,,,,,,,,
301,Burkholderia~virus~BcepMu,Caudovirales,Myoviridae,Bcepmuvirus,,Overlap (VC_192/VC_194),,,,,,,,,,
312,Burkholderia~virus~phiE255,Caudovirales,Myoviridae,Bcepmuvirus,,Overlap (VC_192/VC_194),,,,,,,,,,
324,Caulobacter~phage~Cr30,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
338,Cellulophaga~phage~phi14:2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
345,Cellulophaga~phage~phi38:1,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,
346,Cellulophaga~phage~phi39:1,Caudovirales,Siphoviridae,Unassigned,,Singleton,,,,,,,,,,
347,Cellulophaga~phage~phi46:1,Caudovirales,Siphoviridae,Unassigned,,Singleton,,,,,,,,,,
349,Cellulophaga~phage~phi48:2,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
351,Cellulophaga~phage~phiSM,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
352,Cellulophaga~phage~phiST,Caudovirales,Siphoviridae,Cbastvirus,,Singleton,,,,,,,,,,
359,Chlamydia~virus~Chp1,Unassigned,Microviridae,Chlamydiamicrovirus,,Singleton,,,,,,,,,,
383,Clostridium~phage~c-st,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
384,Clostridium~phage~phi24R,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,
386,Clostridium~phage~phi8074-B1,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
389,Clostridium~phage~phiCD211,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
394,Clostridium~phage~phiCD6356,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
406,Clostridium~phage~phiCT19406C,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
407,Clostridium~phage~phiCT453A,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
409,Clostridium~phage~phiCT9441A,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
419,Clostridium~phage~vB_CpeS-CP51,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
423,Colwellia~phage~9A,Caudovirales,Siphoviridae,Unassigned,,Singleton,,,,,,,,,,
424,Corynebacterium~phage~BFK20,Caudovirales,Siphoviridae,Sasvirus,,Outlier,,,,,,,,,,
427,Corynebacterium~phage~P1201,Caudovirales,Siphoviridae,Chunghsingvirus,,Outlier,,,,,,,,,,
430,Croceibacter~phage~P2559S,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
431,Croceibacter~phage~P2559Y,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
432,Cronobacter~phage~CR3,Caudovirales,Myoviridae,Cr3virus,,Overlap (VC_233/VC_234/VC_235),,,,,,,,,,
434,Cronobacter~phage~CR8,Caudovirales,Myoviridae,Cr3virus,,Overlap (VC_233/VC_234/VC_235),,,,,,,,,,
435,Cronobacter~phage~CR9,Caudovirales,Myoviridae,Cr3virus,,Overlap (VC_233/VC_234/VC_235),,,,,,,,,,
438,Cronobacter~phage~ENT39118,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
439,Cronobacter~phage~ENT47670,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
440,Cronobacter~phage~PBES~02,Caudovirales,Myoviridae,Cr3virus,,Overlap (VC_233/VC_234/VC_235),,,,,,,,,,
442,Cronobacter~phage~phiES15,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
444,Cronobacter~phage~vB_CsaM_GAP31,Caudovirales,Myoviridae,Se1virus,,Overlap (VC_234/VC_235),,,,,,,,,,
451,Cyanophage~KBS-S-2A,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
463,Cyanophage~S-TIM5,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
467,Deftia~phage~phiW-14,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
469,Delftia~phage~RG-2014,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,
473,Dinoroseobacter~phage~vB_DshS-R5C,Caudovirales,Siphoviridae,Nanhaivirus,,Outlier,,,,,,,,,,
475,Edwardsiella~phage~GF-2,Caudovirales,Myoviridae,Gofduovirus,,Outlier,,,,,,,,,,
482,Eel~River~basin~pequenovirus,Unassigned,Microviridae,Unassigned,,Outlier,,,,,,,,,,
500,Enterobacteria~phage~BP-4795,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
503,Enterobacteria~phage~DE3,Caudovirales,Siphoviridae,Lambdavirus,,Overlap (VC_202/VC_241),,,,,,,,,,
504,Enterobacteria~phage~ES18,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
510,Enterobacteria~phage~HK225,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_188/VC_202/VC_241),,,,,,,,,,
515,Enterobacteria~phage~IME10,Caudovirales,Podoviridae,Lederbergvirus,,Outlier,,,,,,,,,,
517,Enterobacteria~phage~Ike,Unassigned,Inoviridae,Lineavirus,,Overlap (VC_254/VC_255),,,,,,,,,,
518,Enterobacteria~phage~J8-65,Caudovirales,Podoviridae,Phikmvvirus,,Outlier,,,,,,,,,,
525,Enterobacteria~phage~MS2,Unassigned,Leviviridae,Levivirus,,Overlap (VC_205/VC_206),,,,,,,,,,
526,Enterobacteria~phage~P4,Caudovirales,Unassigned,Unassigned,,Singleton,,,,,,,,,,
539,Enterobacteria~phage~SfI,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
549,Enterobacteria~phage~YYZ-2008,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
551,Enterobacteria~phage~cdtI,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_62/VC_188/VC_202/VC_241),,,,,,,,,,
554,Enterobacteria~phage~mEp043~c-1,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_181/VC_202),,,,,,,,,,
556,Enterobacteria~phage~mEp237,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_188/VC_202/VC_241),,,,,,,,,,
557,Enterobacteria~phage~mEp460,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_62/VC_188/VC_202/VC_241),,,,,,,,,,
558,Enterobacteria~phage~phi80,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_188/VC_202/VC_241),,,,,,,,,,
567,Enterobacterial~phage~mEp213,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_181/VC_202),,,,,,,,,,
568,Enterobacterial~phage~mEp390,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
572,Enterococcus~phage~ECP3,Caudovirales,Herelleviridae,Kochikohdavirus,,Overlap (VC_112/VC_123),,,,,,,,,,
573,Enterococcus~phage~EF62phi,Caudovirales,Podoviridae,Unassigned,,Singleton,,,,,,,,,,
574,Enterococcus~phage~EFAP-1,Caudovirales,Siphoviridae,Efquatrovirus,,Outlier,,,,,,,,,,
575,Enterococcus~phage~EFC-1,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_117/VC_159/VC_180),,,,,,,,,,
576,Enterococcus~phage~EFDG1,Caudovirales,Herelleviridae,Unassigned,,Overlap (VC_112/VC_123),,,,,,,,,,
577,Enterococcus~phage~EFLK1,Caudovirales,Herelleviridae,Kochikohdavirus,,Overlap (VC_112/VC_123),,,,,,,,,,
578,Enterococcus~phage~EFRM31,Caudovirales,Siphoviridae,Efquatrovirus,,Outlier,,,,,,,,,,
591,Enterococcus~phage~phiEF24C,Caudovirales,Herelleviridae,Kochikohdavirus,,Overlap (VC_112/VC_123),,,,,,,,,,
592,Enterococcus~phage~phiEf11,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_117/VC_159/VC_180),,,,,,,,,,
596,Enterococcus~phage~phiFL4A,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
603,Enterococcus~phage~vB_EfaS_IME197,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_117/VC_159/VC_180),,,,,,,,,,
611,Erwinia~phage~PEp14,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,
612,Erwinia~phage~PhiEaH1,Caudovirales,Myoviridae,Iapetusvirus,,Outlier,,,,,,,,,,
638,Erysipelothrix~phage~SE-1,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
645,Escherichia~phage~4MG,Caudovirales,Myoviridae,Se1virus,,Overlap (VC_234/VC_235),,,,,,,,,,
651,Escherichia~phage~Av-05,Caudovirales,Myoviridae,Avunavirus,,Overlap (VC_234/VC_235),,,,,,,,,,
664,Escherichia~phage~ECML-117,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
676,Escherichia~phage~HK629,Caudovirales,Siphoviridae,Lambdavirus,,Overlap (VC_202/VC_241),,,,,,,,,,
677,Escherichia~phage~HK630,Caudovirales,Siphoviridae,Lambdavirus,,Overlap (VC_202/VC_241),,,,,,,,,,
679,Escherichia~phage~HK639,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
681,Escherichia~phage~HX01,Caudovirales,Myoviridae,Rb69virus,,Outlier,,,,,,,,,,
781,Escherichia~virus~BZ13,Unassigned,Leviviridae,Levivirus,,Overlap (VC_205/VC_206),,,,,,,,,,
793,Escherichia~virus~Lambda,Caudovirales,Siphoviridae,Lambdavirus,,Overlap (VC_202/VC_241),,,,,,,,,,
796,Escherichia~virus~N15,Caudovirales,Siphoviridae,N15virus,,Overlap (VC_188/VC_202/VC_241),,,,,,,,,,
814,Flavobacterium~phage~11b,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
837,Gluconobacter~phage~GC1,Unassigned,Tectiviridae,Gammatectivirus,,Outlier,,,,,,,,,,
843,Gokushovirinae~GAIR4,Unassigned,Microviridae,Unassigned,,Singleton,,,,,,,,,,
844,Gokushovirinae~GNX3R,Unassigned,Microviridae,Unassigned,,Singleton,,,,,,,,,,
847,Gordonia~phage~Bantam,Caudovirales,Siphoviridae,Bantamvirus,,Outlier,,,,,,,,,,
849,Gordonia~phage~BetterKatz,Caudovirales,Siphoviridae,Betterkatzvirus,,Outlier,,,,,,,,,,
861,Gordonia~phage~Eyre,Caudovirales,Siphoviridae,Eyrevirus,,Outlier,,,,,,,,,,
867,Gordonia~phage~GMA6,Caudovirales,Siphoviridae,Bendigovirus,,Singleton,,,,,,,,,,
876,Gordonia~phage~Ghobes,Caudovirales,Siphoviridae,Ghobesvirus,,Outlier,,,,,,,,,,
885,Gordonia~phage~JSwag,Caudovirales,Siphoviridae,Soupsvirus,,Overlap (VC_285/VC_286),,,,,,,,,,
887,Gordonia~phage~KatherineG,Caudovirales,Siphoviridae,Soupsvirus,,Overlap (VC_285/VC_286),,,,,,,,,,
896,Gordonia~phage~Nyceirae,Caudovirales,Siphoviridae,Nyceiraevirus,,Outlier,,,,,,,,,,
900,Gordonia~phage~Orchid,Caudovirales,Siphoviridae,Orchidvirus,,Outlier,,,,,,,,,,
902,Gordonia~phage~Remus,Caudovirales,Siphoviridae,Soupsvirus,,Overlap (VC_285/VC_286),,,,,,,,,,
903,Gordonia~phage~Rosalind,Caudovirales,Siphoviridae,Soupsvirus,,Overlap (VC_285/VC_286),,,,,,,,,,
907,Gordonia~phage~Soups,Caudovirales,Siphoviridae,Soupsvirus,,Overlap (VC_285/VC_286),,,,,,,,,,
910,Gordonia~phage~Strosahl,Caudovirales,Siphoviridae,Soupsvirus,,Overlap (VC_285/VC_286),,,,,,,,,,
911,Gordonia~phage~Terapin,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
918,Gordonia~phage~Waits,Caudovirales,Siphoviridae,Soupsvirus,,Overlap (VC_285/VC_286),,,,,,,,,,
922,Gordonia~phage~Yvonnetastic,Caudovirales,Siphoviridae,Yvonnevirus,,Outlier,,,,,,,,,,
926,Haemophilus~phage~SuMu,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
935,Halobacterium~phage~phiH,Caudovirales,Myoviridae,Myohalovirus,,Singleton,,,,,,,,,,
936,Halocynthia~phage~JM-2012,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
937,Halogeometricum~pleomorphic~virus~1,Unassigned,Pleolipoviridae,Betapleolipovirus,,Singleton,,,,,,,,,,
941,Halorubrum~pleomorphic~virus~1,Unassigned,Pleolipoviridae,Alphapleolipovirus,,Overlap (VC_293/VC_294),,,,,,,,,,
942,Halorubrum~pleomorphic~virus~2,Unassigned,Pleolipoviridae,Alphapleolipovirus,,Overlap (VC_293/VC_294),,,,,,,,,,
943,Halorubrum~pleomorphic~virus~3,Unassigned,Pleolipoviridae,Betapleolipovirus,,Singleton,,,,,,,,,,
944,Halorubrum~pleomorphic~virus~6,Unassigned,Pleolipoviridae,Alphapleolipovirus,,Overlap (VC_293/VC_294),,,,,,,,,,
949,Halovirus~HGTV-1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
950,Halovirus~HHTV-1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
952,Halovirus~HRTV-4,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
954,Halovirus~HRTV-7,Unassigned,Unassigned,Unassigned,,Overlap (VC_296/VC_297),,,,,,,,,,
956,Halovirus~HSTV-1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
957,Halovirus~HSTV-2,Unassigned,Unassigned,Unassigned,,Overlap (VC_296/VC_297),,,,,,,,,,
959,Halovirus~VNH-1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
965,His~1~virus,Unassigned,Unassigned,Salterprovirus,,Singleton,,,,,,,,,,
966,His2~virus,Unassigned,Pleolipoviridae,Gammapleolipovirus,,Singleton,,,,,,,,,,
967,Hydrogenobaculum~phage~1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
968,Hyperthermophilic~Archaeal~Virus~1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
969,Hyperthermophilic~Archaeal~Virus~2,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
974,Klebsiella~phage~F19,Caudovirales,Podoviridae,Kp34virus,,Overlap (VC_30/VC_33),,,,,,,,,,
979,Klebsiella~phage~K64-1,Caudovirales,Myoviridae,Alcyoneusvirus,,Outlier,,,,,,,,,,
984,Klebsiella~phage~KP34,Caudovirales,Podoviridae,Kp34virus,,Overlap (VC_30/VC_33),,,,,,,,,,
986,Klebsiella~phage~Kp2,Caudovirales,Podoviridae,Kp34virus,,Overlap (VC_30/VC_33),,,,,,,,,,
987,Klebsiella~phage~KpV41,Caudovirales,Podoviridae,Kp34virus,,Overlap (VC_30/VC_33),,,,,,,,,,
988,Klebsiella~phage~KpV475,Caudovirales,Podoviridae,Kp34virus,,Overlap (VC_30/VC_33),,,,,,,,,,
989,Klebsiella~phage~KpV71,Caudovirales,Podoviridae,Kp34virus,,Overlap (VC_30/VC_33),,,,,,,,,,
992,Klebsiella~phage~NTUH-K2044-K1-1,Caudovirales,Podoviridae,Kp34virus,,Overlap (VC_30/VC_33),,,,,,,,,,
1000,Klebsiella~phage~vB_KpnM_KB57,Caudovirales,Myoviridae,Unassigned,,Overlap (VC_234/VC_235),,,,,,,,,,
1005,Klebsiella~phage~vB_KpnP_SU503,Caudovirales,Podoviridae,Kp34virus,,Overlap (VC_30/VC_33),,,,,,,,,,
1006,Klebsiella~phage~vB_KpnP_SU552A,Caudovirales,Podoviridae,Kp34virus,,Overlap (VC_30/VC_33),,,,,,,,,,
1011,Lactobacillus~phage~CL1,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_179/VC_249),,,,,,,,,,
1012,Lactobacillus~phage~CL2,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_179/VC_249),,,,,,,,,,
1023,Lactobacillus~phage~Ldl1,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
1024,Lactobacillus~phage~LfeInf,Caudovirales,Herelleviridae,Unassigned,,Outlier,,,,,,,,,,
1025,Lactobacillus~phage~LfeSau,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
1027,Lactobacillus~phage~Lv-1,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
1030,Lactobacillus~phage~PLE3,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_179/VC_249),,,,,,,,,,
1031,Lactobacillus~phage~Sha1,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
1033,Lactobacillus~phage~iLp1308,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_179/VC_249),,,,,,,,,,
1034,Lactobacillus~phage~iLp84,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_179/VC_249),,,,,,,,,,
1041,Lactobacillus~phage~phiadh,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
1042,Lactobacillus~phage~phig1e,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
1044,Lactobacillus~prophage~Lj928,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
1045,Lactobacillus~prophage~Lj965,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
1048,Lactobacillus~virus~LP65,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
1049,Lactobacillus~virus~Lb338-1,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
1052,Lactoccocus~phage~WP-2,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,
1054,Lactococcus~phage~1706,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
1055,Lactococcus~phage~28201,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_301/VC_304),,,,,,,,,,
1057,Lactococcus~phage~50101,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_260/VC_304),,,,,,,,,,
1058,Lactococcus~phage~63301,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_260/VC_304),,,,,,,,,,
1060,Lactococcus~phage~98201,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_301/VC_304),,,,,,,,,,
1070,Lactococcus~phage~P087,Caudovirales,Siphoviridae,Unassigned,,Singleton,,,,,,,,,,
1076,Lactococcus~phage~PLgT-1,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
1078,Lactococcus~phage~TP901-1,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_159/VC_180/VC_304),,,,,,,,,,
1079,Lactococcus~phage~Tuc2009,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_159/VC_180/VC_304),,,,,,,,,,
1086,Lactococcus~phage~bIL311,Caudovirales,Siphoviridae,Unassigned,,Singleton,,,,,,,,,,
1092,Lactococcus~phage~phiLC3,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_260/VC_304),,,,,,,,,,
1093,Lactococcus~phage~r1t,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_260/VC_304),,,,,,,,,,
1094,Lactococcus~phage~ul36,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_159/VC_180/VC_304),,,,,,,,,,
1102,Lactococcus~virus~KSY1,Caudovirales,Podoviridae,Unassigned,,Singleton,,,,,,,,,,
1152,Listeria~phage~WIL-1,Caudovirales,Herelleviridae,Pecentumvirus,,Outlier,,,,,,,,,,
1158,Listonella~phage~phiHSIC,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_59/VC_185),,,,,,,,,,
1159,Loktanella~phage~pCB2051-A,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1161,Mannheimia~phage~vB_MhM_3927AP2,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
1169,Mesorhizobium~phage~vB_MloP_Lo5R7ANS,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,
1170,Metallosphaera~turreted~icosahedral~virus,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1173,Microbacterium~phage~Dismas,Caudovirales,Siphoviridae,Dismasvirus,,Outlier,,,,,,,,,,
1179,Microbacterium~phage~Min1,Caudovirales,Siphoviridae,Minunavirus,,Outlier,,,,,,,,,,
1194,Microviridae~Fen7940_21,Unassigned,Microviridae,Unassigned,,Outlier,,,,,,,,,,
1195,Microviridae~IME-16,Unassigned,Microviridae,Unassigned,,Singleton,,,,,,,,,,
1196,Microviridae~phi-CA82,Unassigned,Microviridae,Unassigned,,Outlier,,,,,,,,,,
1198,Morganella~phage~vB_MmoM_MP1,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
1201,Mycobacterium~phage~32HC,Caudovirales,Siphoviridae,Trigintaduovirus,,Outlier,,,,,,,,,,
1202,Mycobacterium~phage~39HC,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_55/VC_57),,,,,,,,,,
1205,Mycobacterium~phage~Adawi,Caudovirales,Siphoviridae,Coopervirus,,Overlap (VC_55/VC_57),,,,,,,,,,
1206,Mycobacterium~phage~Adler,Caudovirales,Siphoviridae,Unassigned,,Singleton,,,,,,,,,,
1209,Mycobacterium~phage~Akoma,Caudovirales,Siphoviridae,Pipefishvirus,,Overlap (VC_54/VC_55/VC_56/VC_57),,,,,,,,,,
1223,Mycobacterium~phage~Athena,Caudovirales,Siphoviridae,Pipefishvirus,,Overlap (VC_54/VC_55/VC_56/VC_57),,,,,,,,,,
1227,Mycobacterium~phage~Baee,Caudovirales,Siphoviridae,Acadianvirus,,Overlap (VC_55/VC_57),,,,,,,,,,
1228,Mycobacterium~phage~Bane1,Caudovirales,Siphoviridae,Coopervirus,,Overlap (VC_55/VC_57),,,,,,,,,,
1234,Mycobacterium~phage~Bernardo,Caudovirales,Siphoviridae,Pipefishvirus,,Overlap (VC_54/VC_55/VC_56/VC_57),,,,,,,,,,
1237,Mycobacterium~phage~Bipper,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
1243,Mycobacterium~phage~BrownCNA,Caudovirales,Siphoviridae,Coopervirus,,Overlap (VC_55/VC_57),,,,,,,,,,
1260,Mycobacterium~phage~Chadwick,Caudovirales,Siphoviridae,Fromanvirus,,Overlap (VC_287/VC_288),,,,,,,,,,
1263,Mycobacterium~phage~ChrisnMich,Caudovirales,Siphoviridae,Coopervirus,,Overlap (VC_55/VC_57),,,,,,,,,,
1268,Mycobacterium~phage~Conspiracy,Caudovirales,Siphoviridae,Fromanvirus,,Overlap (VC_287/VC_288),,,,,,,,,,
1270,Mycobacterium~phage~Cooper,Caudovirales,Siphoviridae,Coopervirus,,Overlap (VC_55/VC_57),,,,,,,,,,
1273,Mycobacterium~phage~DS6A,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
1279,Mycobacterium~phage~Dori,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
1298,Mycobacterium~phage~Fredward,Caudovirales,Siphoviridae,Fromanvirus,,Overlap (VC_287/VC_288),,,,,,,,,,
1299,Mycobacterium~phage~Gadjet,Caudovirales,Siphoviridae,Pipefishvirus,,Overlap (VC_54/VC_55/VC_56/VC_57),,,,,,,,,,
1300,Mycobacterium~phage~Gaia,Caudovirales,Siphoviridae,Gaiavirus,,Outlier,,,,,,,,,,
1303,Mycobacterium~phage~Giles,Caudovirales,Siphoviridae,Gilesvirus,,Outlier,,,,,,,,,,
1305,Mycobacterium~phage~Godines,Caudovirales,Siphoviridae,Rosebushvirus,,Overlap (VC_54/VC_55/VC_57),,,,,,,,,,
1315,Mycobacterium~phage~Hosp,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_55/VC_57),,,,,,,,,,
1320,Mycobacterium~phage~JAMaL,Caudovirales,Siphoviridae,Coopervirus,,Overlap (VC_55/VC_57),,,,,,,,,,
1326,Mycobacterium~phage~Jolie1,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_55/VC_57),,,,,,,,,,
1328,Mycobacterium~phage~Jovo,Caudovirales,Siphoviridae,Fromanvirus,,Overlap (VC_287/VC_288),,,,,,,,,,
1330,Mycobacterium~phage~KayaCho,Caudovirales,Siphoviridae,Unassigned,,Overlap (VC_55/VC_57),,,,,,,,,,
